hgnc_symbol	gene_biotype	baseMean	log2FoldChange	lfcSE	pvalue	padj	diffexpressed
ENSG00000132879	FBXO44	protein_coding	439.575135156181	-0.230074219531435	0.164409515996243	0.0582899029665886	0.222440307541278	NO
ENSG00000116670	MAD2L2	protein_coding	727.754858746446	-0.33315629325607	0.211009496137461	0.0188464991260376	0.114107499356903	NO
ENSG00000116663	FBXO6	protein_coding	275.743907652959	0.0930639843953367	0.153006260018365	0.397572200433668	0.648496440900201	NO
ENSG00000162490	DRAXIN	protein_coding	90.3140090964644	-0.177421332974266	0.252246394034659	0.110119665271788	0.320300582472929	NO
ENSG00000177674	AGTRAP	protein_coding	1804.95395880534	-0.218856358343574	0.110859028514169	0.0227371705923482	0.127444729971862	NO
ENSG00000215910	C1orf167	protein_coding	149.215093132982	-0.133886897963389	0.254110438410511	0.0884092290009196	0.283213661745429	NO
ENSG00000177000	MTHFR	protein_coding	2580.55003580895	-0.165042393248224	0.0907440922063598	0.0445547406920407	0.189906201520145	NO
ENSG00000011021	CLCN6	protein_coding	3029.33548353196	-0.107760240470513	0.0918402500431315	0.193523080852709	0.441331776151384	NO
ENSG00000285646		lncRNA	65.669188228454	-0.17089972797415	0.222989800045193	0.148453609980758	0.380616609995924	NO
ENSG00000116685	KIAA2013	protein_coding	766.541044148887	0.056613068476801	0.143764992658053	0.601133339226303	0.795447768410832	NO
ENSG00000083444	PLOD1	protein_coding	2716.93126634931	0.113631964016158	0.136737283307485	0.286889552147548	0.545441703113876	NO
ENSG00000116688	MFN2	protein_coding	3697.01479432935	0.00713948087289373	0.103243271598582	0.938596359303531	0.971571962292351	NO
ENSG00000116691	MIIP	protein_coding	658.626678278207	0.154794529666388	0.104347450387137	0.0908827133402119	0.287407068347897	NO
ENSG00000120949	TNFRSF8	protein_coding	135.569177980504	0.320121903044446	0.282133293456916	0.0310584462782462	0.154832566386313	NO
ENSG00000028137	TNFRSF1B	protein_coding	2192.13060700421	0.394165870946017	0.265702987661849	0.0130637624301037	0.0911100566124131	NO
ENSG00000297053		lncRNA	10.9350293767188	0.0276799679740466	0.21199147544232	0.643134954056393	0.824119980711991	NO
ENSG00000048707	VPS13D	protein_coding	33609.1629424309	-0.132302029423199	0.0786012843344491	0.0697532644660098	0.248168693987976	NO
