baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	gene_biotype	diffexpressed	delabel
ENSG00000303416	7.3887263581314	2.60671881362639	0.690827950951379	3.77332563055176	0.00016108581677072	0.0436353791007124	NA	lncRNA	UP	NA
ENSG00000303513	18.6168082379223	3.03192141627358	0.612139321427142	4.95299241552553	7.30808242888534e-07	0.00139824587726771	NA	lncRNA	UP	NA
ENSG00000303527	522.701541506443	1.80570027591965	0.469118325712876	3.84913608560419	0.000118535143865228	0.0387335885474662	NA	lncRNA	UP	NA
ENSG00000304131	18.8310270115716	2.53689419699625	0.614239506133788	4.1301384421921	3.62544847956355e-05	0.0203779475514842	NA	lncRNA	UP	NA
ENSG00000304211	14.8712799285446	2.58282569878102	0.666895626658797	3.8729084365438	0.000107544238971076	0.0373263464601851	NA	lncRNA	UP	NA
ENSG00000304538	19.9619110079254	-2.73688042023685	0.695410861706749	-3.93563082049037	8.29784481877532e-05	0.031616612461692	NA	lncRNA	DOWN	NA
ENSG00000306841	575.248722174525	-3.49764388011235	0.635166226728319	-5.50665909635715	3.65707464195243e-08	0.000145207512157037	NA	lncRNA	DOWN	NA
ENSG00000307422	436.235323828876	2.12326328951846	0.497016568770952	4.27201711759625	1.93712702314748e-05	0.0142906394199133	NA	lncRNA	UP	NA
ENSG00000308824	91.5316685436055	1.83837866966879	0.420467884640835	4.37222136772501	1.22988727265231e-05	0.0112937372391055	NA	lncRNA	UP	NA
ENSG00000309255	39.3522092142552	-1.81874567635568	0.474679131817871	-3.83152650800228	0.000127350650200766	0.0387335885474662	NA	lncRNA	DOWN	NA
ENSG00000309779	10.647503446956	1.5232293910576	0.399906729508167	3.80896163695713	0.000139551605401295	0.0413451866398973	NA	lncRNA	UP	NA
ENSG00000309951	52.0926392827766	-3.02037689121959	0.769874656844709	-3.9232060236902	8.73783686255058e-05	0.0322305337803422	NA	lncRNA	DOWN	NA
